composite_tasks,conversation_length_chars_avg,conversation_length_chars_max,conversation_length_chars_min,conversation_length_chars_total,conversation_length_texts,conversation_length_words_avg,conversation_length_words_max,conversation_length_words_min,conversation_length_words_total,conversation_messages_avg,conversation_messages_max,conversation_messages_min,conversation_messages_total,environment,num_steps,num_trajectories,sampling_method,task,tool_call_distribution_json,trajectory_cosine_avg,trajectory_cosine_computed_pairs,trajectory_cosine_exact,trajectory_cosine_max,trajectory_cosine_min,trajectory_cosine_num_items,trajectory_cosine_num_pairs
SetupSodaBowl,614.4,1164,274,18432.0,30,112.63333333333334,214,51,3379.0,5.066666666666666,7,4,152.0,setup_soda_bowl,451,30,structured_random,setup_soda_bowl,"{""communicate"":{""count"":152,""fraction"":0.3370288248337029},""give_space"":{""count"":52,""fraction"":0.11529933481152993},""navigate_to_fixture"":{""count"":97,""fraction"":0.21507760532150777},""open_hinged_part"":{""count"":30,""fraction"":0.06651884700665188},""pick_up_object"":{""count"":60,""fraction"":0.13303769401330376},""place_in_receptacle"":{""count"":60,""fraction"":0.13303769401330376}}",,,,,,,
SetupWineGlasses,614.8666666666667,1140,267,18446.0,30,108.66666666666667,197,45,3260.0,4.7,8,3,141.0,setup_wine_glasses,401,30,structured_random,setup_wine_glasses,"{""communicate"":{""count"":141,""fraction"":0.3516209476309227},""give_space"":{""count"":49,""fraction"":0.12219451371571072},""navigate_to_fixture"":{""count"":91,""fraction"":0.22693266832917705},""pick_up_object"":{""count"":60,""fraction"":0.14962593516209477},""place_next_to"":{""count"":60,""fraction"":0.14962593516209477}}",,,,,,,
SpicyMarinade,690.9333333333333,1557,242,20728.0,30,127.06666666666666,289,46,3812.0,5.133333333333334,7,4,154.0,spicy_marinade,574,30,structured_random,spicy_marinade,"{""communicate"":{""count"":154,""fraction"":0.2682926829268293},""give_space"":{""count"":44,""fraction"":0.07665505226480836},""navigate_to_fixture"":{""count"":106,""fraction"":0.18466898954703834},""open_hinged_part"":{""count"":30,""fraction"":0.05226480836236934},""pick_up_object"":{""count"":120,""fraction"":0.20905923344947736},""place_on_object"":{""count"":60,""fraction"":0.10452961672473868},""place_on_surface"":{""count"":60,""fraction"":0.10452961672473868}}",,,,,,,
SweetenCoffee,460.0,880,188,13800.0,30,89.16666666666667,170,37,2675.0,3.7333333333333334,6,3,112.0,sweeten_coffee,312,30,structured_random,sweeten_coffee,"{""communicate"":{""count"":112,""fraction"":0.358974358974359},""give_space"":{""count"":30,""fraction"":0.09615384615384616},""navigate_to_fixture"":{""count"":50,""fraction"":0.16025641025641027},""pick_up_object"":{""count"":60,""fraction"":0.19230769230769232},""place_in_receptacle"":{""count"":30,""fraction"":0.09615384615384616},""place_next_to"":{""count"":30,""fraction"":0.09615384615384616}}",,,,,,,
TongBuffetSetup,424.93333333333334,695,173,12748.0,30,76.66666666666667,121,33,2300.0,3.2666666666666666,4,3,98.0,tong_buffet_setup,260,30,structured_random,tong_buffet_setup,"{""communicate"":{""count"":98,""fraction"":0.3769230769230769},""give_space"":{""count"":30,""fraction"":0.11538461538461539},""navigate_to_fixture"":{""count"":42,""fraction"":0.16153846153846155},""open_sliding_part"":{""count"":30,""fraction"":0.11538461538461539},""pick_up_object"":{""count"":30,""fraction"":0.11538461538461539},""place_next_to"":{""count"":30,""fraction"":0.11538461538461539}}",,,,,,,
VeggieDipPrep,518.9333333333333,945,264,15568.0,30,98.43333333333334,175,49,2953.0,4.2,6,3,126.0,veggie_dip_prep,385,30,structured_random,veggie_dip_prep,"{""communicate"":{""count"":126,""fraction"":0.32727272727272727},""give_space"":{""count"":39,""fraction"":0.1012987012987013},""navigate_to_fixture"":{""count"":40,""fraction"":0.1038961038961039},""pick_up_object"":{""count"":90,""fraction"":0.23376623376623376},""place_in_receptacle"":{""count"":90,""fraction"":0.23376623376623376}}",,,,,,,
AddLemonToFish,334.23333333333335,423,246,10027.0,30,56.43333333333333,79,41,1693.0,4.3,5,3,129.0,add_lemon_to_fish,279,30,verbalized,add_lemon_to_fish,"{""communicate"":{""count"":129,""fraction"":0.46236559139784944},""give_space"":{""count"":27,""fraction"":0.0967741935483871},""navigate_to_fixture"":{""count"":33,""fraction"":0.11827956989247312},""open_hinged_part"":{""count"":30,""fraction"":0.10752688172043011},""pick_up_object"":{""count"":30,""fraction"":0.10752688172043011},""place_on_object"":{""count"":30,""fraction"":0.10752688172043011}}",,,,,,,
AddSugarCubes,277.76666666666665,349,212,8333.0,30,43.7,55,30,1311.0,3.5,4,3,105.0,add_sugar_cubes,280,30,verbalized,add_sugar_cubes,"{""communicate"":{""count"":105,""fraction"":0.375},""give_space"":{""count"":28,""fraction"":0.1},""navigate_to_fixture"":{""count"":27,""fraction"":0.09642857142857143},""pick_up_object"":{""count"":60,""fraction"":0.21428571428571427},""place_on_object"":{""count"":60,""fraction"":0.21428571428571427}}",,,,,,,
AlcoholServingPrep,352.1666666666667,521,258,10565.0,30,64.86666666666666,99,45,1946.0,4.533333333333333,6,4,136.0,alcohol_serving_prep,429,30,verbalized,alcohol_serving_prep,"{""communicate"":{""count"":136,""fraction"":0.317016317016317},""give_space"":{""count"":36,""fraction"":0.08391608391608392},""navigate_to_fixture"":{""count"":107,""fraction"":0.2494172494172494},""open_hinged_part"":{""count"":30,""fraction"":0.06993006993006994},""pick_up_object"":{""count"":60,""fraction"":0.13986013986013987},""place_on_surface"":{""count"":60,""fraction"":0.13986013986013987}}",,,,,,,
AlignSilverware,383.6666666666667,571,239,11510.0,30,66.63333333333334,99,41,1999.0,4.966666666666667,7,4,149.0,align_silverware,405,30,verbalized,align_silverware,"{""communicate"":{""count"":149,""fraction"":0.36790123456790125},""give_space"":{""count"":44,""fraction"":0.10864197530864197},""navigate_to_fixture"":{""count"":92,""fraction"":0.2271604938271605},""pick_up_object"":{""count"":60,""fraction"":0.14814814814814814},""place_next_to"":{""count"":60,""fraction"":0.14814814814814814}}",,,,,,,
ArrangeBreadBowl,385.73333333333335,527,206,11572.0,30,69.1,93,35,2073.0,4.833333333333333,6,4,145.0,arrange_bread_bowl,441,30,verbalized,arrange_bread_bowl,"{""communicate"":{""count"":145,""fraction"":0.3287981859410431},""give_space"":{""count"":41,""fraction"":0.09297052154195011},""navigate_to_fixture"":{""count"":105,""fraction"":0.23809523809523808},""open_hinged_part"":{""count"":30,""fraction"":0.06802721088435375},""pick_up_object"":{""count"":60,""fraction"":0.1360544217687075},""place_in_receptacle"":{""count"":30,""fraction"":0.06802721088435375},""place_on_surface"":{""count"":30,""fraction"":0.06802721088435375}}",,,,,,,
ArrangeDrinkware,346.3,491,250,10389.0,30,61.53333333333333,91,44,1846.0,4.166666666666667,6,3,125.0,arrange_drinkware,385,30,verbalized,arrange_drinkware,"{""communicate"":{""count"":125,""fraction"":0.3246753246753247},""give_space"":{""count"":39,""fraction"":0.1012987012987013},""navigate_to_fixture"":{""count"":101,""fraction"":0.2623376623376623},""pick_up_object"":{""count"":60,""fraction"":0.15584415584415584},""place_on_surface"":{""count"":60,""fraction"":0.15584415584415584}}",,,,,,,
ArrangeTea,354.3,457,221,10629.0,30,65.46666666666667,87,41,1964.0,4.6,6,3,138.0,arrange_tea,396,30,verbalized,arrange_tea,"{""close_hinged_part"":{""count"":30,""fraction"":0.07575757575757576},""communicate"":{""count"":138,""fraction"":0.3484848484848485},""give_space"":{""count"":33,""fraction"":0.08333333333333333},""navigate_to_fixture"":{""count"":75,""fraction"":0.1893939393939394},""pick_up_object"":{""count"":60,""fraction"":0.15151515151515152},""place_in_receptacle"":{""count"":60,""fraction"":0.15151515151515152}}",,,,,,,
BeverageOrganization,383.6,581,179,11508.0,30,67.66666666666667,104,30,2030.0,5.033333333333333,7,3,151.0,beverage_organization,520,30,verbalized,beverage_organization,"{""communicate"":{""count"":151,""fraction"":0.2903846153846154},""give_space"":{""count"":32,""fraction"":0.06153846153846154},""navigate_to_fixture"":{""count"":157,""fraction"":0.3019230769230769},""pick_up_object"":{""count"":90,""fraction"":0.17307692307692307},""place_on_surface"":{""count"":90,""fraction"":0.17307692307692307}}",,,,,,,
BowlAndCup,378.4,529,279,11352.0,30,67.3,96,47,2019.0,4.433333333333334,6,3,133.0,bowl_and_cup,359,30,verbalized,bowl_and_cup,"{""communicate"":{""count"":133,""fraction"":0.37047353760445684},""give_space"":{""count"":38,""fraction"":0.10584958217270195},""navigate_to_fixture"":{""count"":68,""fraction"":0.1894150417827298},""pick_up_object"":{""count"":60,""fraction"":0.1671309192200557},""place_in_receptacle"":{""count"":30,""fraction"":0.08356545961002786},""place_on_surface"":{""count"":30,""fraction"":0.08356545961002786}}",,,,,,,
CandleCleanup,336.73333333333335,580,223,10102.0,30,60.3,114,39,1809.0,4.766666666666667,7,4,143.0,candle_cleanup,465,30,verbalized,candle_cleanup,"{""close_hinged_part"":{""count"":30,""fraction"":0.06451612903225806},""communicate"":{""count"":143,""fraction"":0.30752688172043013},""give_space"":{""count"":65,""fraction"":0.13978494623655913},""navigate_to_fixture"":{""count"":107,""fraction"":0.23010752688172043},""pick_up_object"":{""count"":60,""fraction"":0.12903225806451613},""place_in_receptacle"":{""count"":60,""fraction"":0.12903225806451613}}",,,,,,,
CheeseMixing,403.7,594,296,12111.0,30,75.16666666666667,111,54,2255.0,4.933333333333334,7,4,148.0,cheese_mixing,433,30,verbalized,cheese_mixing,"{""communicate"":{""count"":148,""fraction"":0.3418013856812933},""give_space"":{""count"":54,""fraction"":0.12471131639722864},""navigate_to_fixture"":{""count"":111,""fraction"":0.25635103926096997},""pick_up_object"":{""count"":60,""fraction"":0.13856812933025403},""place_in_receptacle"":{""count"":60,""fraction"":0.13856812933025403}}",,,,,,,
ClusterItemsForClearing,297.2,394,195,8916.0,30,50.0,70,32,1500.0,3.6666666666666665,5,3,110.0,cluster_items_for_clearing,309,30,verbalized,cluster_items_for_clearing,"{""communicate"":{""count"":110,""fraction"":0.3559870550161812},""give_space"":{""count"":28,""fraction"":0.09061488673139159},""navigate_to_fixture"":{""count"":51,""fraction"":0.1650485436893204},""pick_up_object"":{""count"":60,""fraction"":0.1941747572815534},""place_next_to"":{""count"":60,""fraction"":0.1941747572815534}}",,,,,,,
ColorfulSalsa,338.4,450,210,10152.0,30,59.96666666666667,81,35,1799.0,4.2,5,3,126.0,colorful_salsa,442,30,verbalized,colorful_salsa,"{""communicate"":{""count"":126,""fraction"":0.2850678733031674},""give_space"":{""count"":38,""fraction"":0.08597285067873303},""navigate_to_fixture"":{""count"":38,""fraction"":0.08597285067873303},""pick_up_object"":{""count"":120,""fraction"":0.27149321266968324},""place_on_object"":{""count"":120,""fraction"":0.27149321266968324}}",,,,,,,
CondimentCollection,352.46666666666664,486,233,10574.0,30,62.266666666666666,86,41,1868.0,4.766666666666667,6,3,143.0,condiment_collection,428,30,verbalized,condiment_collection,"{""communicate"":{""count"":143,""fraction"":0.3341121495327103},""give_space"":{""count"":62,""fraction"":0.14485981308411214},""navigate_to_fixture"":{""count"":103,""fraction"":0.24065420560747663},""pick_up_object"":{""count"":60,""fraction"":0.14018691588785046},""place_in_receptacle"":{""count"":60,""fraction"":0.14018691588785046}}",,,,,,,
CutBuffetPizza,325.0,428,242,9750.0,30,56.7,81,41,1701.0,4.233333333333333,5,3,127.0,cut_buffet_pizza,295,30,verbalized,cut_buffet_pizza,"{""communicate"":{""count"":127,""fraction"":0.43050847457627117},""give_space"":{""count"":32,""fraction"":0.10847457627118644},""navigate_to_fixture"":{""count"":46,""fraction"":0.15593220338983052},""open_sliding_part"":{""count"":30,""fraction"":0.1016949152542373},""pick_up_object"":{""count"":30,""fraction"":0.1016949152542373},""place_on_surface"":{""count"":30,""fraction"":0.1016949152542373}}",,,,,,,
DateNight,380.96666666666664,600,275,11429.0,30,67.23333333333333,108,46,2017.0,4.633333333333334,7,3,139.0,date_night,419,30,verbalized,date_night,"{""communicate"":{""count"":139,""fraction"":0.3317422434367542},""give_space"":{""count"":33,""fraction"":0.07875894988066826},""navigate_to_fixture"":{""count"":97,""fraction"":0.2315035799522673},""open_hinged_part"":{""count"":30,""fraction"":0.07159904534606205},""pick_up_object"":{""count"":60,""fraction"":0.1431980906921241},""place_on_surface"":{""count"":60,""fraction"":0.1431980906921241}}",,,,,,,
DeliverStraw,321.1666666666667,485,227,9635.0,30,55.56666666666667,85,39,1667.0,3.966666666666667,5,3,119.0,deliver_straw,296,30,verbalized,deliver_straw,"{""communicate"":{""count"":119,""fraction"":0.40202702702702703},""give_space"":{""count"":37,""fraction"":0.125},""navigate_to_fixture"":{""count"":50,""fraction"":0.16891891891891891},""open_sliding_part"":{""count"":30,""fraction"":0.10135135135135136},""pick_up_object"":{""count"":30,""fraction"":0.10135135135135136},""place_in_receptacle"":{""count"":30,""fraction"":0.10135135135135136}}",,,,,,,
DessertAssembly,292.03333333333336,384,180,8761.0,30,50.333333333333336,67,31,1510.0,3.6333333333333333,5,2,109.0,dessert_assembly,278,30,verbalized,dessert_assembly,"{""communicate"":{""count"":109,""fraction"":0.3920863309352518},""give_space"":{""count"":25,""fraction"":0.08992805755395683},""navigate_to_fixture"":{""count"":24,""fraction"":0.08633093525179857},""pick_up_object"":{""count"":60,""fraction"":0.2158273381294964},""place_in_receptacle"":{""count"":60,""fraction"":0.2158273381294964}}",,,,,,,
DisplayMeatVariety,406.43333333333334,770,214,12193.0,30,73.76666666666667,134,36,2213.0,5.3,8,4,159.0,display_meat_variety,549,30,verbalized,display_meat_variety,"{""communicate"":{""count"":159,""fraction"":0.2896174863387978},""give_space"":{""count"":57,""fraction"":0.10382513661202186},""navigate_to_fixture"":{""count"":153,""fraction"":0.2786885245901639},""pick_up_object"":{""count"":90,""fraction"":0.16393442622950818},""place_in_receptacle"":{""count"":90,""fraction"":0.16393442622950818}}",,,,,,,
DistributeChicken,386.06666666666666,571,219,11582.0,30,65.76666666666667,89,35,1973.0,4.366666666666666,6,3,131.0,distribute_chicken,407,30,verbalized,distribute_chicken,"{""communicate"":{""count"":131,""fraction"":0.32186732186732187},""give_space"":{""count"":49,""fraction"":0.12039312039312039},""navigate_to_fixture"":{""count"":107,""fraction"":0.2628992628992629},""pick_up_object"":{""count"":60,""fraction"":0.14742014742014742},""place_on_object"":{""count"":60,""fraction"":0.14742014742014742}}",,,,,,,
GarnishCake,283.8,412,176,8514.0,30,48.3,68,30,1449.0,3.3333333333333335,4,2,100.0,garnish_cake,273,30,verbalized,garnish_cake,"{""communicate"":{""count"":100,""fraction"":0.3663003663003663},""give_space"":{""count"":25,""fraction"":0.09157509157509157},""navigate_to_fixture"":{""count"":28,""fraction"":0.10256410256410256},""pick_up_object"":{""count"":60,""fraction"":0.21978021978021978},""place_on_object"":{""count"":60,""fraction"":0.21978021978021978}}",,,,,,,
GarnishCupcake,327.8,468,228,9834.0,30,55.13333333333333,81,37,1654.0,4.133333333333334,5,3,124.0,garnish_cupcake,383,30,verbalized,garnish_cupcake,"{""communicate"":{""count"":124,""fraction"":0.3237597911227154},""give_space"":{""count"":46,""fraction"":0.12010443864229765},""navigate_to_fixture"":{""count"":63,""fraction"":0.16449086161879894},""open_hinged_part"":{""count"":30,""fraction"":0.0783289817232376},""pick_up_object"":{""count"":60,""fraction"":0.1566579634464752},""place_next_to"":{""count"":30,""fraction"":0.0783289817232376},""place_on_object"":{""count"":30,""fraction"":0.0783289817232376}}",,,,,,,
GarnishPancake,334.06666666666666,417,274,10022.0,30,56.7,76,45,1701.0,4.0,5,3,120.0,garnish_pancake,285,30,verbalized,garnish_pancake,"{""communicate"":{""count"":120,""fraction"":0.42105263157894735},""give_space"":{""count"":31,""fraction"":0.10877192982456141},""navigate_to_fixture"":{""count"":44,""fraction"":0.1543859649122807},""open_hinged_part"":{""count"":30,""fraction"":0.10526315789473684},""pick_up_object"":{""count"":30,""fraction"":0.10526315789473684},""place_on_object"":{""count"":30,""fraction"":0.10526315789473684}}",,,,,,,
GatherMarinadeIngredients,397.1333333333333,633,294,11914.0,30,69.53333333333333,117,46,2086.0,4.9,7,4,147.0,gather_marinade_ingredients,517,30,verbalized,gather_marinade_ingredients,"{""communicate"":{""count"":147,""fraction"":0.28433268858800775},""give_space"":{""count"":48,""fraction"":0.09284332688588008},""navigate_to_fixture"":{""count"":142,""fraction"":0.2746615087040619},""pick_up_object"":{""count"":90,""fraction"":0.17408123791102514},""place_in_receptacle"":{""count"":30,""fraction"":0.058027079303675046},""place_next_to"":{""count"":60,""fraction"":0.11605415860735009}}",,,,,,,
HotDogSetup,369.1,564,212,11073.0,30,63.63333333333333,95,39,1909.0,4.9,7,4,147.0,hot_dog_setup,567,30,verbalized,hot_dog_setup,"{""communicate"":{""count"":147,""fraction"":0.25925925925925924},""give_space"":{""count"":39,""fraction"":0.06878306878306878},""navigate_to_fixture"":{""count"":141,""fraction"":0.24867724867724866},""open_hinged_part"":{""count"":60,""fraction"":0.10582010582010581},""pick_up_object"":{""count"":90,""fraction"":0.15873015873015872},""place_next_to"":{""count"":30,""fraction"":0.05291005291005291},""place_on_object"":{""count"":60,""fraction"":0.10582010582010581}}",,,,,,,
LemonSeasoningFish,295.26666666666665,374,214,8858.0,30,53.53333333333333,69,35,1606.0,4.1,5,3,123.0,lemon_seasoning_fish,296,30,verbalized,lemon_seasoning_fish,"{""communicate"":{""count"":123,""fraction"":0.4155405405405405},""give_space"":{""count"":30,""fraction"":0.10135135135135136},""navigate_to_fixture"":{""count"":53,""fraction"":0.17905405405405406},""open_hinged_part"":{""count"":30,""fraction"":0.10135135135135136},""pick_up_object"":{""count"":30,""fraction"":0.10135135135135136},""place_on_object"":{""count"":30,""fraction"":0.10135135135135136}}",,,,,,,
LineUpCondiments,379.6333333333333,570,249,11389.0,30,66.73333333333333,98,39,2002.0,4.466666666666667,6,3,134.0,line_up_condiments,387,30,verbalized,line_up_condiments,"{""communicate"":{""count"":134,""fraction"":0.3462532299741602},""give_space"":{""count"":32,""fraction"":0.082687338501292},""navigate_to_fixture"":{""count"":101,""fraction"":0.26098191214470284},""pick_up_object"":{""count"":60,""fraction"":0.15503875968992248},""place_next_to"":{""count"":42,""fraction"":0.10852713178294573},""place_on_surface"":{""count"":18,""fraction"":0.046511627906976744}}",,,,,,,
MatchCupAndDrink,353.3333333333333,540,114,10600.0,30,57.766666666666666,86,16,1733.0,4.4,6,2,132.0,match_cup_and_drink,406,30,verbalized,match_cup_and_drink,"{""communicate"":{""count"":132,""fraction"":0.3251231527093596},""give_space"":{""count"":51,""fraction"":0.12561576354679804},""navigate_to_fixture"":{""count"":103,""fraction"":0.2536945812807882},""pick_up_object"":{""count"":60,""fraction"":0.1477832512315271},""place_next_to"":{""count"":60,""fraction"":0.1477832512315271}}",,,,,,,
MeatSkewerAssembly,297.9,359,207,8937.0,30,50.6,64,39,1518.0,3.6,5,3,108.0,meat_skewer_assembly,290,30,verbalized,meat_skewer_assembly,"{""communicate"":{""count"":108,""fraction"":0.3724137931034483},""give_space"":{""count"":30,""fraction"":0.10344827586206896},""navigate_to_fixture"":{""count"":32,""fraction"":0.1103448275862069},""pick_up_object"":{""count"":60,""fraction"":0.20689655172413793},""place_in_receptacle"":{""count"":60,""fraction"":0.20689655172413793}}",,,,,,,
OrganizeCondiments,420.1333333333333,592,266,12604.0,30,71.7,107,42,2151.0,5.5,8,4,165.0,organize_condiments,578,30,verbalized,organize_condiments,"{""communicate"":{""count"":165,""fraction"":0.28546712802768165},""give_space"":{""count"":81,""fraction"":0.14013840830449828},""navigate_to_fixture"":{""count"":152,""fraction"":0.2629757785467128},""pick_up_object"":{""count"":90,""fraction"":0.15570934256055363},""place_in_receptacle"":{""count"":90,""fraction"":0.15570934256055363}}",,,,,,,
PlateStoreDinner,407.8,716,267,12234.0,30,75.3,134,48,2259.0,5.033333333333333,8,3,151.0,plate_store_dinner,597,30,verbalized,plate_store_dinner,"{""communicate"":{""count"":151,""fraction"":0.2529313232830821},""give_space"":{""count"":52,""fraction"":0.08710217755443886},""navigate_to_fixture"":{""count"":184,""fraction"":0.3082077051926298},""open_hinged_part"":{""count"":30,""fraction"":0.05025125628140704},""pick_up_object"":{""count"":90,""fraction"":0.1507537688442211},""place_in_receptacle"":{""count"":60,""fraction"":0.10050251256281408},""place_on_object"":{""count"":30,""fraction"":0.05025125628140704}}",,,,,,,
PortionHotDogs,326.7,487,209,9801.0,30,56.1,84,37,1683.0,4.233333333333333,6,3,127.0,portion_hot_dogs,426,30,verbalized,portion_hot_dogs,"{""communicate"":{""count"":127,""fraction"":0.2981220657276995},""give_space"":{""count"":30,""fraction"":0.07042253521126761},""navigate_to_fixture"":{""count"":29,""fraction"":0.06807511737089202},""pick_up_object"":{""count"":120,""fraction"":0.28169014084507044},""place_on_object"":{""count"":120,""fraction"":0.28169014084507044}}",,,,,,,
PortionYogurt,291.8,429,139,8754.0,30,49.56666666666667,68,22,1487.0,3.9,5,2,117.0,portion_yogurt,393,30,verbalized,portion_yogurt,"{""communicate"":{""count"":117,""fraction"":0.29770992366412213},""give_space"":{""count"":18,""fraction"":0.04580152671755725},""navigate_to_fixture"":{""count"":18,""fraction"":0.04580152671755725},""pick_up_object"":{""count"":120,""fraction"":0.3053435114503817},""place_on_object"":{""count"":120,""fraction"":0.3053435114503817}}",,,,,,,
PrepareCheeseStation,315.06666666666666,389,253,9452.0,30,55.56666666666667,70,43,1667.0,4.333333333333333,5,3,130.0,prepare_cheese_station,424,30,verbalized,prepare_cheese_station,"{""communicate"":{""count"":130,""fraction"":0.30660377358490565},""give_space"":{""count"":30,""fraction"":0.07075471698113207},""navigate_to_fixture"":{""count"":84,""fraction"":0.19811320754716982},""open_hinged_part"":{""count"":60,""fraction"":0.14150943396226415},""pick_up_object"":{""count"":60,""fraction"":0.14150943396226415},""place_next_to"":{""count"":60,""fraction"":0.14150943396226415}}",,,,,,,
PrepareCocktailStation,408.2,611,172,12246.0,30,73.1,115,33,2193.0,4.966666666666667,6,3,149.0,prepare_cocktail_station,550,30,verbalized,prepare_cocktail_station,"{""communicate"":{""count"":149,""fraction"":0.27090909090909093},""give_space"":{""count"":48,""fraction"":0.08727272727272728},""navigate_to_fixture"":{""count"":143,""fraction"":0.26},""open_hinged_part"":{""count"":30,""fraction"":0.05454545454545454},""pick_up_object"":{""count"":90,""fraction"":0.16363636363636364},""place_in_receptacle"":{""count"":30,""fraction"":0.05454545454545454},""place_next_to"":{""count"":60,""fraction"":0.10909090909090909}}",,,,,,,
PrepareCoffee,400.93333333333334,659,251,12028.0,30,68.43333333333334,102,40,2053.0,5.033333333333333,7,3,151.0,prepare_coffee,505,30,verbalized,prepare_coffee,"{""communicate"":{""count"":151,""fraction"":0.299009900990099},""give_space"":{""count"":52,""fraction"":0.10297029702970296},""navigate_to_fixture"":{""count"":122,""fraction"":0.24158415841584158},""open_hinged_part"":{""count"":30,""fraction"":0.0594059405940594},""pick_up_object"":{""count"":60,""fraction"":0.1188118811881188},""place_on_surface"":{""count"":30,""fraction"":0.0594059405940594},""place_under"":{""count"":30,""fraction"":0.0594059405940594},""press_button"":{""count"":30,""fraction"":0.0594059405940594}}",,,,,,,
PrepareDrinkStation,439.06666666666666,715,308,13172.0,30,78.8,130,53,2364.0,5.2,7,4,156.0,prepare_drink_station,527,30,verbalized,prepare_drink_station,"{""communicate"":{""count"":156,""fraction"":0.29601518026565465},""give_space"":{""count"":39,""fraction"":0.07400379506641366},""navigate_to_fixture"":{""count"":152,""fraction"":0.2884250474383302},""pick_up_object"":{""count"":90,""fraction"":0.17077798861480076},""place_in_receptacle"":{""count"":60,""fraction"":0.11385199240986717},""place_next_to"":{""count"":30,""fraction"":0.056925996204933584}}",,,,,,,
PrepareSausageCheese,392.3666666666667,511,298,11771.0,30,70.26666666666667,95,52,2108.0,4.8,6,4,144.0,prepare_sausage_cheese,451,30,verbalized,prepare_sausage_cheese,"{""communicate"":{""count"":144,""fraction"":0.31929046563192903},""give_space"":{""count"":57,""fraction"":0.12638580931263857},""navigate_to_fixture"":{""count"":100,""fraction"":0.22172949002217296},""open_hinged_part"":{""count"":30,""fraction"":0.06651884700665188},""pick_up_object"":{""count"":60,""fraction"":0.13303769401330376},""place_on_object"":{""count"":60,""fraction"":0.13303769401330376}}",,,,,,,
PrepareSoupServing,339.56666666666666,511,230,10187.0,30,63.266666666666666,102,41,1898.0,4.533333333333333,6,3,136.0,prepare_soup_serving,377,30,verbalized,prepare_soup_serving,"{""close_hinged_part"":{""count"":30,""fraction"":0.07957559681697612},""communicate"":{""count"":136,""fraction"":0.36074270557029176},""give_space"":{""count"":35,""fraction"":0.09283819628647215},""navigate_to_fixture"":{""count"":86,""fraction"":0.22811671087533156},""open_hinged_part"":{""count"":30,""fraction"":0.07957559681697612},""pick_up_object"":{""count"":30,""fraction"":0.07957559681697612},""place_in_receptacle"":{""count"":30,""fraction"":0.07957559681697612}}",,,,,,,
SeasoningSteak,351.06666666666666,429,292,10532.0,30,60.333333333333336,79,46,1810.0,4.1,5,3,123.0,seasoning_steak,265,30,verbalized,seasoning_steak,"{""communicate"":{""count"":123,""fraction"":0.4641509433962264},""give_space"":{""count"":33,""fraction"":0.12452830188679245},""navigate_to_fixture"":{""count"":49,""fraction"":0.18490566037735848},""pick_up_object"":{""count"":30,""fraction"":0.11320754716981132},""place_next_to"":{""count"":30,""fraction"":0.11320754716981132}}",,,,,,,
ServeMealJuice,370.46666666666664,588,204,11114.0,30,66.16666666666667,110,35,1985.0,4.766666666666667,7,3,143.0,serve_meal_juice,392,30,verbalized,serve_meal_juice,"{""communicate"":{""count"":143,""fraction"":0.3647959183673469},""give_space"":{""count"":44,""fraction"":0.11224489795918367},""navigate_to_fixture"":{""count"":85,""fraction"":0.21683673469387754},""pick_up_object"":{""count"":60,""fraction"":0.15306122448979592},""place_next_to"":{""count"":60,""fraction"":0.15306122448979592}}",,,,,,,
ServeSteak,362.0,446,239,10860.0,30,68.0,83,43,2040.0,4.533333333333333,6,3,136.0,serve_steak,390,30,verbalized,serve_steak,"{""communicate"":{""count"":136,""fraction"":0.3487179487179487},""give_space"":{""count"":57,""fraction"":0.14615384615384616},""navigate_to_fixture"":{""count"":77,""fraction"":0.19743589743589743},""pick_up_object"":{""count"":60,""fraction"":0.15384615384615385},""place_on_object"":{""count"":30,""fraction"":0.07692307692307693},""place_on_surface"":{""count"":30,""fraction"":0.07692307692307693}}",,,,,,,
SetBowlsForSoup,370.8,608,220,11124.0,30,66.03333333333333,97,40,1981.0,4.966666666666667,7,4,149.0,set_bowls_for_soup,446,30,verbalized,set_bowls_for_soup,"{""communicate"":{""count"":149,""fraction"":0.33408071748878926},""give_space"":{""count"":41,""fraction"":0.09192825112107623},""navigate_to_fixture"":{""count"":106,""fraction"":0.23766816143497757},""open_hinged_part"":{""count"":30,""fraction"":0.06726457399103139},""pick_up_object"":{""count"":60,""fraction"":0.13452914798206278},""place_on_object"":{""count"":60,""fraction"":0.13452914798206278}}",,,,,,,
SetUpSpiceStation,362.43333333333334,539,213,10873.0,30,65.43333333333334,103,37,1963.0,4.566666666666666,6,3,137.0,set_up_spice_station,523,30,verbalized,set_up_spice_station,"{""communicate"":{""count"":137,""fraction"":0.26195028680688337},""give_space"":{""count"":46,""fraction"":0.08795411089866156},""navigate_to_fixture"":{""count"":160,""fraction"":0.30592734225621415},""pick_up_object"":{""count"":90,""fraction"":0.17208413001912046},""place_next_to"":{""count"":90,""fraction"":0.17208413001912046}}",,,,,,,
